docid,actualdate,inferreddate,firstpub,recept,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birth,gender,nationality,othername,notes,canon
loc.ark+=13960=t8sb4zz1q,1921,1921,1921,addcanon,537314,,"Lawrence, D. H.",New York;T. Seltzer;1921.,,Tortoises,,,,,,1885,m,uk,,,y
uc1.b3342759,1919,1919,1919,random,7930862,,"Wigren, Bessie C.",Boston;The Poet Lore Company;c1919,,Summer wind,,,,,,1874,f,us,,,
uc1.b4100590,1918,1918,1918,reviewed,6154122,2143179,"Waugh, Alec,",London;G. Richards;1918.,,Resentment,rev,,,1918,EGO,1898,m,uk,,,
uc1.b3340220,1918,1918,1918,reviewed,7917249,12688503,"Nightingale, M.",Oxford [Oxfordshire;B.H. Blackwell;1918.,,Verses wise and otherwise,rev,neg,,1919,EGO,1879,f,uk,,,
uc2.ark+=13960=t0ft8gj1k,1918,1918,1918,reviewed,7657411,2518108,"Faber, Geoffrey,","Oxford;B. H. Blackwell;New York;Longmans, Green & Co.;1918.",,In the valley of vision,rev,,,1918,EGO,1889,m,uk,,,
uc2.ark+=13960=t6k070h7g,1918,1918,1918,reviewed,6607061,2809404,"Farjeon, Eleanor,","Oxford;B.H. Blackwell;New York;Sold in America by Longmans, Green;1918",,Sonnets and poems,rev,,,1918,EGO,1881,f,uk,,,
miun.abr7660.0001.001,1918,1918,1918,reviewed,389498,736313,"Ford, Ford Madox,",London;John Lane;New York;John Lane company;1918.,,"On Heaven, and poems written on active service",rev,,,1918,EGO,1873,m,uk,,,
mdp.39015008296884,1918,1918,1918,random,1187193,,"Thomas, Edward,",London;Selwyn & Blount;1918.,,Last poems,,,,,,1878,m,uk,,Well-known,y
njp.32101067680247,1918,1918,1918,random,8963885,,"Carmichael, Amy,",Edinburgh;Oliphant;1918,,Made in the pans,,,,,,1867,f,uk,,,
loc.ark+=13960=t3902s17h,1918,1918,1918,random,9577666,,"Gruse, Edward.",Boston;The Gorham Press;1918.,,Echoes of democracy,,,,,,1884,m,us,,,
loc.ark+=13960=t40s0803k,1918,1918,1918,random,9568238,,"Jenness, Burt Franklin,","Boston, The Cornhill Company;c1918",,Man-o'-war rhymes,,,,,,1876,m,us,,,
loc.ark+=13960=t7pn9zm6f,1918,1918,1918,random,7665565,,"McClure, John Peebles,",New York;A. A. Knopf;1918.,,Airs and ballads,,,,,,1893,m,us,,,
mdp.39015013402501,1918,1918,1918,addcanon,537645,,"Lawrence, D. H.",New York;B. W. Huebsch;1918.,,Look! We Have Come Through,,,,,,1885,m,uk,,,y
uc1.b3626228,1917,1917,1917,reviewed,309384,795110,"Aiken, Conrad,",Boston;The Four Seas Company;1917.,,"Nocturne of remembered spring, and other poems",rev,,,1918,EGO,1889,m,us,,,
uc2.ark+=13960=t80k27j8j,1917,1917,1917,reviewed,1838375,1006049,"Eliot, T. S.",London;The Egoist Ltd. ...;1917.,,Prufrock and other observations,rev,pos,,1917,EGO,1888,m,us,,,y
uc1.b4100506,1917,1917,1917,reviewed,6154086,3545363,"Campbell, Joseph,",Dublin;London;Maunsel;1917.;(Dublin;George Roberts),,Earth of Cualann,rev,pos,,1917,EGO,1879,m,ir,Seosamh Mac Cathmhaoil,,
loc.ark+=13960=t0dv25v7j,1917,1917,1917,random,9565056,,"Reed, Helen Leah,",Boston;De Wolfe and Fiske;c1917.,,"Memorial Day, and other verse (original and translated)",,,,,,1860,f,us,,,
loc.ark+=13960=t76t19455,1917,1917,1917,random,6517209,,"Bachtell, Paul B.",Los Angeles;Baumgardt Publishing Company;1917.,,At Lucifer's portals,,,,,,1890,m,us,,,
uc2.ark+=13960=t6736mr5n,1917,1917,1917,random,6228739,,"Aikins, Carroll.","Boston;Sherman, French & Company;1917.",,Poems,,,,,,1888,m,ca,,,
loc.ark+=13960=t3nv9z201,1917,1917,1917,random,9590157,,"Kirk, Annie (Brindley),",Detroit;1917,,Inspirational poems,,,,,,1855,f,us,,,
uc2.ark+=13960=t94748994,1917,1917,1917,random,2651411,,"Wood, Clement,",New York;L. J. Gomme;1917.,,Glad of earth,,,,,,1888,m,us,,,
loc.ark+=13960=t13n30w9p,1917,1917,1917,random,11213778,,"Andrews, Edith Fargo.","Boston;Sherman, French & Company;1917.",,Vagrant visions,,,,,,1888,f,us,,,
mdp.39015012978758,1916,1916,1916,reviewed,1029355,486117,"Seeger, Alan,",New York;C. Scribner's sons;1916.,,Poems,rev,,,1917,EGO,1888,m,us,,,
uc1.b4101052,1916,1916,1916,reviewed,631830,513652,"Masters, Edgar Lee,",New York;The Macmillan company;1916.,,Songs and satires,rev,,,1916,PMV,1868,m,us,,,
mdp.39015048709672,1916,1916,1916,reviewed,186256,603883,"De la Mare, Walter,",New York;Henry Holt and Co.;1916.,,"The listeners, and other poems",rev,,,1916,PMV,1873,m,uk,,,
loc.ark+=13960=t10p1hx6j,1916,1916,1916,reviewed,6154895,1926345,"Arensberg, Walter,",Boston and New York;Houghton Mifflin Co.;1916.,,Idols,rev,pos,,1916,PMV,1878,m,us,,,
nyp.33433066644851,1916,1916,1916,reviewed,1029308,28227389,"Sandburg, Carl,",New York;Holt;1916,,Chicago poems,rev,pos,,1916,PMV,1878,m,us,,,y
mdp.39015063915642,1916,1916,1916,random,282252,,"Bashford, H. H.",Boston;New York;Houghton Mifflin company;1916.,,Songs out of school,,,,,,1880,m,uk,,,
loc.ark+=13960=t85h8fd4f,1916,1916,1916,random,11210368,,"White, Charles Edward,","Syracuse, N.Y.;John Single Paper Co., printers;c1916",,Poems of school and life,,,,,,1848,m,us,,,
loc.ark+=13960=t8jd5j56r,1916,1916,1916,random,9607316,,"Keeler, Charles Augustus,",New York;L. J. Gomme;1916.,,The victory: poems of triumph,,,,,,1871,m,us,,,
loc.ark+=13960=t01z4v628,1916,1916,1916,random,449448,,"Havener, William Alexander.","Clovis, N. M.;1916.",,Evening pastimes,,,,,,,m,,,,
uc2.ark+=13960=t12n5658q,1915,1915,1915,reviewed,7694830,1729410,"Cornford, Frances Darwin,",London;Poetry Bookshop;1915.,,Spring morning,rev,neg,,1915,EGO,1886,f,uk,,,
uc1.b4101575,1915,1915,1915,reviewed,4136771,1920139,"Percy, William Alexander,","New Haven;Yale University Press; [etc., etc.;1915.",,Sappho in Levkas,rev,neg,,1917,PMV,1885,m,us,,,
uc2.ark+=13960=t81j9n694,1915,1915,1915,reviewed,1417790,6537454,"Flecker, James Elroy,",London;The Poetry Bookshop;1915,,The old ships,rev,,elite,1915,EGO,1884,m,uk,,,
uc1.b4100495,1915,1915,1915,reviewed,6154080,367177,"Stephens, James,",New York;The Macmillan company;c1915,,Songs from the clay,rev,,,1915,PMV,1880,m,ir,,,
uc1.b4100799,1915,1915,1915,reviewed,6154216,6566006,"Wickham, Anna,",London;The Poetry bookshop;1915.,,The contemplative quarry,rev,,,1915,EGO,1883,f,uk,,,
nyp.33433066644828,1915,1915,1915,random,8656768,,"Sanford, J. E.","Fredonia, N.Y.;Hart;1915.",,"His one tune, and a few others",,,,,,1876,m,us,,,
loc.ark+=13960=t9g458b15,1915,1915,1915,random,9569764,,"Ferris, Mary Lanman Douw ""Mrs. Morris P. Ferris,"",",New York;1915,,A legend of New Year eve,,,,,,1855,f,us,,,
mdp.39015008529144,1915,1915,1915,random,583940,,"Brooke, Rupert,",New York;John Lane company;1915.,,The collected poems of Rupert Brooke,,,,,,1887,m,uk,,,y
nyp.33433082209861,1915,1915,1915,random,8655884,,"Emmons, Earl H.,",New York;E.H. Emmons;c1915,,Redskin rimes,,,,,,1888,m,us,,,
loc.ark+=13960=t2h70wf5d,1915,1915,1915,random,9565582,,"Bolmer, Clarence Buckmaster.",New York;The Knickerbocker press;c1915,,Day dreams,,,,,,1858,m,us,,,
nyp.33433066651138,1914,1914,1914,reviewed,8656518,20463618,"Lindsay, Vachel,","New York;The Macmillan Company;1919, c1914.",,The Congo and other poems,rev,,,1915,PMV,1879,m,us,,,
uc1.$b439794,1914,1914,1914,reviewed,632042,284968,"Kilmer, Joyce,",New York;George H. Doran company;c1914,,Trees,rev,neg,,1914,PMV,1886,f,us,,,
uc2.ark+=13960=t4kk95h1q,1914,1914,1914,reviewed,6639062,1738726,"Benét, William Rose,",New Haven;Yale University Press;1914.,,The falconer of God,rev,,,1914,PMV,1886,m,us,,,
loc.ark+=13960=t3029c41j,1914,1914,1914,reviewed,9574671,4323914,"Clarke, George Herbert,",Cincinnati;Stewart & Kidd;1914,,At the shrine,rev,neg,,1915,PMV,1873,m,us,,,
uc2.ark+=13960=fk9v11w414,1914,1914,1914,reviewed,8658399,290324,"Untermeyer, Louis,",New York;The Century co.;1914.,,Challenge,rev,neg,,1914,PMV,1885,m,us,,,
uc1.b3332871,1914,1914,1914,reviewed,7924703,1296560,"Bangs, John Kendrick,",New York;Macmillan;1914.,,The foothills of Parnassus,rev,neg,,1914,PMV,1862,m,us,,,
mdp.39015000595614,1914,1914,1914,reviewed,1376256,5104656,"Oppenheim, James,",New York;The Century co.;1914.,,"Songs, for the new age",rev,,,1914,PMV,1882,m,us,,,
uc2.ark+=13960=t5k93645c,1914,1914,1914,reviewed,1025611,5198135,"Monro, Harold,",London;Poetry Bookshop;1914.,,Children of love,rev,,,1914,EGO,1879,m,uk,,,
mdp.39015030756970,1914,1914,1914,reviewed,629642,288656,"Lowell, Amy,",New York;The MacMillan company;1914.,,Sword blades and poppy seed,rev,,,1914,EGO,1874,f,us,,,y
uc2.ark+=13960=t0ht2j42v,1914,1914,1914,reviewed,7682801,13539963,"Rodker, John,",Whitechapel;To be had of the Author;1914,,Poems,rev,,,1914,EGO,1894,m,uk,,,
njp.32101067172872,1917,1917,1914,reviewed,8956117,1810171,"Sassoon, Siegfried,",London;W. Heinemann;1917,,The old huntsman,rev,,,1914,PMV,1886,m,uk,,,y
nyp.33433066636329,1914,1914,1914,reviewed,6502296,11165602,"Lee, Agnes,","Boston;Sherman, French;1914.",,The sharing,rev,,,1915,PMV,1868,f,us,,,
loc.ark+=13960=t40s0mt4z,1914,1914,1914,reviewed,633653,1496428,"Monroe, Harriet,",New York;The Macmillan company;1914.,,You and I,rev,,,1914,EGO,1860,f,us,,,
nyp.33433074961453,1914,1914,1914,random,8656710,,"Tolman, Emily.","Boston;Sherman, French & Company;c1914",,To a summer cloud,,,,,,,,,,,
uc2.ark+=13960=t5q81605q,1915,1915,1914,random,7917228,,"Morgan, Angela.",New York;E.C. Lewis Co.;c1914.,,The hour has struck;,,,,,,1875,f,us,,,
uc2.ark+=13960=t5p848b89,1914,1914,1914,random,7686075,,"Bonus, John,",London;Longmans;1914.,,Thoughts in verse for my friends,,,,,,1828,m,uk,,,
loc.ark+=13960=t8gf19n4c,1914,1914,1914,random,8658103,,"Stott, Roscoe Gilmore.",Cincinnati;Stewart & Kidd company;1914,,The man sings,,,,,,1880,m,us,,,
nyp.33433066569025,1914,1914,1914,random,8657400,,"Scofield, William Bacon.","Worcester, Mass.;The Commonwealth Press, printers;1914.",,Verses,,,,,,1864,m,us,,,
mdp.39015063919453,1914,1914,1914,random,779417,,"Gale, Norman,",London;MacMillan and co.;1914.,,Collected poems,,,,,,1862,m,uk,,,
uc2.ark+=13960=t23b5z68r,1914,1914,1914,random,7654244,,"Burton, H. Bindon.",Dublin;Maunsel;1914.,,"Eölsyné, and other poems",,,,,,,,,,,
loc.ark+=13960=t01z4r32p,1914,1914,1914,random,9583129,,"Hewes, Charles Edwin,","Estes Park, Col.;The Egerton-Palmer press;c1914",,Songs of the Rockies,,,,,,1870,m,us,,,
nyp.33433074801030,1914,1914,1914,random,8657007,,<blank>,Chicago;Charles C. Thompson co.;c1914,,Songs of the underworld,,,,,,1875,m,us,"Yore, Clem",,
loc.ark+=13960=t0ms46c3p,1914,1914,1914,random,9578561,,"Maxwell, George Madison,","Roanoke, Va.;Stone Print. and Manufacturing Co.;1914.",,"Bare-foot days, and other poems",,,,,,1876,m,us,,,
loc.ark+=13960=t42r4b17k,1914,1914,1914,random,7661311,,"Hinckley, Mercy Adeline,",New York;The Neale Publishing Company;1914.,,Life-colors,,,,,,1871,f,us,,,
mdp.39015063947074,1914,1914,1914,random,324282,,"O'Hagan, Thomas,",Toronto;W. Briggs;1914.,,In the heart of the meadow,,,,,,1855,m,ca,,,
nyp.33433075790711,1914,1914,1914,random,8656818,,"Fisher, Benjamin Franklin,","Canton, Ohio;The Franklin company;c1914",,Life harmonies,,,,,,1873,m,us,,,
uc2.ark+=13960=t90865x9t,1913,1913,1913,reviewed,6608677,10631320,"Helston, John.",London;Heinemann;1913.,,Aphrodite,rev,,,1914,PMV,1877,m,uk,,obscure,
loc.ark+=13960=t4pk0vn19,1915,1915,1913,reviewed,433785,869355,"Frost, Robert,",New York;Henry Holt and Company;1915.,,A boy's will,rev,,,1913,PMV,1874,m,us,,,y
uc1.b3342492,1913,1913,1913,reviewed,7930712,7699852,"Towne, Charles Hanson,",New York;M. Kennerley;1913.,,Beyond the stars and other poems,rev,,,1914,PMV,1877,m,us,,,
uc2.ark+=13960=t92807683,1913,1913,1913,reviewed,7676720,5294931,"Wheelock, John Hall,","Boston;Sherman, French;1913.",,Love and liberation;,rev,neg,,1914,PMV,1886,m,us,,,
nyp.33433075789499,1913,1913,1913,reviewed,6536257,4859603,"Evans, Florence Wilkinson.",Boston;New York;Houghton mMifflin company;1913.,,The ride home;,rev,,,1917,PMV,1878,f,us,,,
loc.ark+=13960=t0tq6s38g,1913,1913,1913,random,1507483,,"Malloch, Douglas.",New York;George H. Doran company;c1913,,The woods,,,,,,1877,m,us,,,
uc2.ark+=13960=t52f7m21r,1913,1913,1913,random,6517156,,"Fare, John Thomas,","Los Angeles, Cal.;Grafton Publishing Company;c1913",,In the wilderness,,,,,,1859,m,us,,,
loc.ark+=13960=t6834m35p,1913,1913,1913,random,9577242,,"Raymond, George Lansing,",New York [etc.;G. P. Putnam's sons;1913.,,The mountains about Williamstown,,,,,,1839,m,us,,,
nyp.33433066569447,1913,1913,1913,random,8656831,,"Seitz, Howard Buckwalter,",New York;The Cosmopolitan Press;1913.,,Aeolic lyrics,,,,,,1886,m,us,,,
loc.ark+=13960=t6rx9vf7j,1913,1913,1913,random,9583246,,"Courtney, T. Alcliffe.","Chicopee Falls, Mass.;The Rich print;1913.",,Songs of love,,,,,,,,,,,
uc1.b4100781,1914,1914,1912,reviewed,1186355,582776,"Sterling, George,",San Francisco;A. M. Robertson;1914.,copy 2,Beyond the breakers,pub,,,1912,PMV,1869,m,us,,,
mdp.39015030719945,1917,1917,1912,reviewed,1188482,2195973,"Widdemer, Margaret.",New York;H. Holt and company;1917.,,"Factories, poems",pub,,,1912,PMV,1884,f,us,,,
uc1.b3335682,1912,1912,1912,reviewed,7688219,3105162,"Gibson, Wilfrid Wilson,",London;E. Mathews;1912.,v. 2,Fires,rev,pos,,1914,FR,1878,m,uk,,,
uc1.b3335683,1912,1912,1912,reviewed,7688219,3105162,"Gibson, Wilfrid Wilson,",London;E. Mathews;1912.,v. 3,Fires,rev,pos,,1914,FR,1878,m,uk,,,
uc2.ark+=13960=t0gt5hn4z,1912,1912,1912,reviewed,6639605,3753934,"Akins, Zoë,",New York;M. Kennerley;1912.,,Interpretations,rev,,,1912,PMV,1886,f,us,,,
nyp.33433066650874,1912,1912,1912,reviewed,7912639,1864746,"Leonard, William Ellery,",New York;B. W. Huebsch;1912.,,The vaunt of man;,rev,,,1913,PMV,1876,m,us,,,
loc.ark+=13960=t3st8fg8k,1912,1912,1912,reviewed,6607057,2025794,"Burr, Amelia Josephine,",New York;George H. Doran Company;c1912,,The roadside fire,rev,,,1913,PMV,1878,f,us,,,
uc1.b3345658,1912,1912,1912,reviewed,7925688,13641242,"Sweeny, Mildred M' Neal.",London;Unwin;1912.,,"Men of no land, and other poems",rev,,,1914,PMV,,f,uk,,obscure,
loc.ark+=13960=t04x5sr13,1912,1912,1912,reviewed,9563049,4315307,"Smith, Clark Ashton,","San Francisco, Cal.;A. M. Robertson;1912.",,The star-treader,rev,,,1913,PMV,1893,m,us,,,
mdp.39015063931839,1912,1912,1912,reviewed,246795,3945103,"How, Louis,","Boston;Sherman, French & company;1912.",,The youth replies,rev,,,1913,PMV,1873,m,us,,,
nyp.33433074890983,1912,1912,1912,reviewed,7912891,2726013,"Masefield, John,",New York;The Macmillan Company;1912.,,The story of a round-house,rev,,,1913,PMV,1878,m,uk,,Laureate!,
nyp.33433066651120,1912,1912,1912,random,8656531,,"Lindsey, Frederick Brooks.","Boston;Sherman, French, & company;1912.",,The spirit Prospero,,,,,,1871,m,us,,,
nnc1.cu54856230,1912,1912,1912,random,8416975,,"Gladden, Washington,","Boston, New York [etc.;The Pilgrim press;c1912",,"Ultima veritas, and other verses",,,,,,1836,m,us,,,
uc2.ark+=13960=t41r6ng25,1912,1912,1912,random,7675249,,"Underwood, John Curtis,",New York;1912.,,Americans,,,,,,1874,m,us,,,
nyp.33433066657317,1912,1912,1912,random,7672735,,"Shepard, Mary Norsworthy.","Boston;Sherman, French;1912.",,Where it listeth,,,,,,,,,,,
mdp.39015051715038,1914,1914,1912,random,1907795,,<blank>,New York;Putnam;1914.,,"Georgian poetry, 1911-1912",,,,,,,,,,,
loc.ark+=13960=t4bp0rb8b,1912,1912,1912,random,779908,,"Goodwin, Grace Duffield.","Boston;Sherman, French & company;1912.",,Horizon songs,,,,,,1869,f,us,,,
uc2.ark+=13960=t1td9p63g,1912,1912,1912,random,7921812,,"Peterson, Edmund Deacon.",New York;The Cosmopolitan press;1912.,,"Eros, and other poems",,,,,,1853,m,us,,birthdate is guesswork,
nyp.33433076039506,1912,1912,1912,random,8655537,,"Adams, Adeline,",New York;Priv. Print.;1912.,,Sylvia,,,,,,1858,f,us,,,
uc2.ark+=13960=t3qv3cf46,1912,1912,1912,random,7664477,,"Kiser, Samuel E.",Chicago;P. F. Volland;1912.,,The land of little care,,,,,,1862,m,us,,,
uc2.ark+=13960=t5db86m4v,1912,1912,1912,random,6154333,,"Henderson, Alice Corbin,",Chicago;R. F. Seymour;c1912,,The spinning woman of the sky;,,,,,,1881,f,us,,,
uc2.ark+=13960=t5h98zx14,1912,1912,1912,reviewed,,,"Lowell, Amy,",Boston;Houghton Mifflin Co.;1912.,,A dome of many-colored glass,rev,,,1914,EGO,1874,f,us,,,y
uc2.ark+=13960=t8qc01599,1911,1911,1911,reviewed,6501813,1468399,"Davies, W. H.",London;A. C. Fifield;1911.,,Songs of joy and others,rev,pos,,1914,FR,1871,m,uk,,,
nyp.33433074800131,1911,1911,1911,reviewed,8656854,2046049,"Wilkinson, Marguerite Ogden Bigelow,","Boston;Sherman, French & company;1911.",,In vivid gardens; songs of the woman spirit,rev,,,1913,PMV,1883,f,us,,,
uc2.ark+=13960=t3rv0d813,1911,1911,1911,reviewed,7650004,7335020,"Watts, Harvey Maitland,",Philadelphia;The John C. Winston company;1911.,,The wife of Potiphar,rev,neg,,1913,PMV,1864,m,us,,,
uc2.ark+=13960=t6d221h2q,1911,1911,1911,random,7917155,,"Phipps, Sarah Metcalf.",New York;1911.,,Thoughts in rhyme,,,,,,,,,,,
nyp.33433074826789,1911,1911,1911,random,7649974,,"Warman, Cy,","Boston;Rand Avery co.; [etc., etc.;c1911",,Songs of Cy Warman,,,,,,1855,m,us,,,
uc2.ark+=13960=t7hq3sh5d,1911,1911,1911,random,1020865,,"Barnard, William Francis.",Chicago;The Fraternal press;1911.,,"The tongues of toil, and other poems",,,,,,1840,m,us,,,
nyp.33433066601869,1911,1911,1911,random,450244,,"Hough, Alfred J.",Boston;R. G. Badger;1911.,,Egyptian melodies,,,,,,1848,m,us,,,
nyp.33433074835962,1910,1910,1910,reviewed,8657714,6354506,"Van Rensselaer, Schuyler,",New York;The Macmillan company;1910.,,Poems,pub,,,1912,PMV,1851,f,us,"Van Rensselaer, Schuyler, Mrs.",obscure,
uc2.ark+=13960=t9862dr88,1912,1912,1910,random,7654437,,"Campbell, Archibald Y.","Cambridge;W. Heffer;London;Simpkin, Marshall;1912.",,Poems,,,,,,1885,m,uk,,,
loc.ark+=13960=t23b6hk19,1910,1910,1910,random,9565268,,"Farnsworth, Edward Clarence.","Portland, Me.;Smith & Sale;1910.",,Saint Helena,,,,,,,,,,,
mdp.39015063926003,1910,1910,1910,random,324552,,"Ranum, Louise Cann,",Boston;The Poet lore company;1910.,,Dreams,,,,,,1871,f,us,,birth estimated,
uc2.ark+=13960=fk57d2qj4c,1910,1910,1910,reviewed,,,"Robinson, Edwin Arlington,",New York;Scribner;1910.,,The town down the river,rev,,,1906,FR,1869,m,us,,,y
uva.x002264382,1908,1908,1908,reviewed,9794369,1648765,"Field, Michael.",London;T. Fisher Unwin;1908.,,Wild honey from various thyme,rev,,elite,1908,TNA,1846,f,uk,"Bradley, Katharine Harris",,y
uc2.ark+=13960=t1cj8g26m,1922,1922,1908,reviewed,,,"Davies, W. H.",London;Cape;1922.,,Nature poems and others,rev,pos,,1914,FR,1871,m,uk,,,
uc1.b4100432,1907,1907,1907,random,6154048,,"Eilshemius, Louis M.",New York City;E. Lewis;c1907,,All about girls,,,,,,1864,m,us,,,
uc1.b3810610,1907,1907,1907,reviewed,1020283,793696,"Colum, Padraic,",Dublin;Maunsel;1907.,,Wild earth;,rev,pos,,1908,TNA,1881,m,ir,,,
uc2.ark+=13960=t4cn71f36,1911,1911,1907,reviewed,6634051,9177416,"Ainslie, Douglas,",London;A. Constable;Elkin Mathews;1911,,Mirage,pub,,,1907,FR,1865,m,uk,,,
loc.ark+=13960=t7wm1rg17,1907,1907,1907,random,9587715,,"Johnson, Felicia Ross. [from old catalog]",Boston;R.G. Badger;1907.,,Seamstress and poet,,,,,,,f,us,,,
mdp.39015031228516,1907,1907,1907,reviewed,,,"Davies, W. H.",London;E. Mathews;1907.,,New poems,rev,pos,,1914,FR,1871,m,uk,,,
loc.ark+=13960=t63494g1k,1908,1908,1907,random,,,"Creel, George,",San Francisco;New York;P. Elder & Company;c1908,,Quatrains of Christ,,,,,,1876,m,us,,,
mdp.39015065250162,1905,1905,1905,reviewed,778684,1189647,"Branch, Anna Hempstead,","Boston;New York;Houghton, Mifflin and Co.;1905",,"The shoes that danced, and other poems",rev,pos,,1905,ATL,1875,f,us,,,
nyp.33433074844253,1905,1905,1905,reviewed,8666934,37193973,"Clifford, Ethel.",London;J. Lane;1905.,,Love's journey,pub,,,1904,FR,1876,f,uk,,obscure,
uc2.ark+=13960=t3zs2qr30,1905,1905,1905,reviewed,439399,2457739,"Davidson, John,",London;New York;J. Lane;1905.,,Selected poems,rev,pos,,1905,ATL,1857,m,uk,,,
nyp.33433075831325,1905,1905,1905,random,7660439,,"Grant, Percy Stickney,",New York;Ingalls Kimball;1905.,,Ad matrem,,,,,,1860,m,us,,,
uc2.ark+=13960=t5gb1xt7n,1905,1905,1905,random,436865,,"Herford, Oliver,",New York;C. Scribner's sons;1905,,The fairy godmother-in-law,,,,,,1863,m,us,,,
nyp.33433075741672,1905,1905,1905,random,8657544,,"Thomas, Cynthia D. Harvey,","Jackson, Mich.;Daily Citizen Printing House;1905.",,Light in the cloud,,,,,,1841,f,us,,,
nyp.33433045638883,1916,1916,1905,random,6130699,,"Hay, John,",Boston;Houghton Mifflin company;1916.,,The complete poetical works of John Hay,,,,,,1838,m,us,,,
uc2.ark+=13960=t0vq2v44m,1907,1895,1904,reviewed,7677494,2568797,"Woods, Margaret L.",London;Macmillan;1907.,,Poems old and new,pub,,,1904,FR,1856,f,uk,,,
wu.89083865741,1904,1904,1904,reviewed,5921695,276103,"Van Dyke, Henry,",New York;C. Scribner's Sons;1904.,,"Music, and other poems",rev,pos,,1905,ATL,1852,m,us,,,
loc.ark+=13960=t7zk64j0c,1904,1904,1904,reviewed,324675,2204688,"Sherman, Frank Dempster,","Boston;New York;Houghton, Mifflin and company;1904.",,Lyrics of joy,rev,pos,,1905,ATL,1860,m,us,,,
nyp.33433075816078,1904,1904,1904,random,8656368,,"Ehrmann, Max,",New York;Dodge Publishing Co.;1904,,Breaking home ties,,,,,,1872,m,us,,,
loc.ark+=13960=t8w95rc5h,1904,1904,1904,random,9570189,,"St. John, Charles Henry.",Boston;R.G. Badger;1904.,,The dawn of freedom;,,,,,,1830,m,,,,
uc2.ark+=13960=t04x56b63,1903,1903,1903,reviewed,7662568,1510554,"Hope, Laurence,",New York;J. Lane;London;W. Heinemann;1903.,,Stars of the desert,pub,,,1903,FR,1865,f,uk,"Nicolson, Adela Florence",,
loc.ark+=13960=t55d9qp4v,1903,1903,1903,random,11209701,,"Kelley, N. P. [from old catalog]",n.p.;c1903.,,Poems,,,,,,,,,,,
nyp.33433074849278,1903,1903,1903,random,8663593,,"Faulkner, S. E. Sherwood.",Toronto;1903.,,Sea murmurs and woodland songs,,,,,,1853,m,ca,,,
nyp.33433074891130,1907,1907,1903,random,8663209,,"Noyes, Alfred,","New York;The Macmillan company;London;Macmillan & co., ltd.;1907.",,The flower of old Japan,,,,,,1880,m,uk,,,
loc.ark+=13960=t1cj8vs53,1902,1902,1902,random,9559746,,"Welsh, Mary Elizabeth,",New York;London [etc.;The Abbey press;1902,,Kapiolani;,,,,,,1840,f,us,,,
loc.ark+=13960=t0gt62k04,1902,1902,1902,random,9598235,,"Wilder, Cordelia Beardsley.","Coventry, N.Y.;Binghamton, Press of Chronicle Pub. Co.;1902.",,Kitchen visits with the muses,,,,,,1839,f,us,,,
uc2.ark+=13960=t3kw59z20,1902,1902,1902,reviewed,283582,2675845,"Cawein, Madison Julius,",Louisville;J. P. Morton & company;1902.,,A voice on the wind,rev,,,1903,ATL,1865,m,us,,,
uc2.ark+=13960=t57d2rh5g,1902,1902,1902,reviewed,449898,1211824,"Millard, Bailey,",San Francisco;Elder & Shepard;1902.,,Songs of the press and other adventures in verse,rev,,pop,1902,ATL,1859,m,us,,obscure,
mdp.39015030659935,1902,1902,1902,reviewed,778693,2904707,"Bridges, Robert,",New York;C. Scribner's sons;1902.,,Bramble Brae,rev,pos,,1902,ATL,1844,m,uk,,,
loc.ark+=13960=t77s88w2s,1902,1902,1902,reviewed,9591607,8330245,"Wetherald, A. Ethelwyn.",Boston;R.G. Badger;1902.,,Tangled in stars;,rev,,,1903,ATL,1857,f,ca,,,
uc2.ark+=13960=fk5p84448t,1902,1902,1902,reviewed,8658129,9841814,"Taylor, Bert Leston,",Evanston [Ind.;W.S. Lord;1902.,,Line-o'-type lyrics,rev,pos,pop,1902,ATL,1866,m,us,,,
uc2.ark+=13960=t56d5wq45,1902,1902,1902,reviewed,7665330,1490725,"MacManus, Anna,",Dublin;M.H. Gill and son;1902.,,The four winds of Eirinn,rev,pos,,1903,FR,1866,f,ir,"Carbery, Ethna",,
uc2.ark+=13960=t3707xn1m,1902,1902,1902,reviewed,7654606,249986,"Carryl, Guy Wetmore,","Boston;and New York;Houghton, Mifflin & Co.;1902",,Grimm tales made gay,rev,pos,,1903,ATL,1873,m,us,,,
loc.ark+=13960=t07w6wd9p,1902,1902,1902,reviewed,9561163,,"Stevens, Thomas Wood,",Chicago;Blue Sky Press;1902.,,The morning road,rev,neg,pop,1903,ATL,1880,m,us,,,
loc.ark+=13960=t0qr5g21z,1902,1902,1902,random,9585744,,"Haswin, Frances Rosina. [from old catalog]","Wausau, Wis.;Van Vechten & Ellis;1902",,Some songs and verses,,,,,,,,,,,
nyp.33433082501119,1902,1902,1902,random,8655938,,"Molina, Julia Wolff.",New York;London [etc.;The Abbey Press;1902,,"Mingled sweets and bitters; or, My legacy",,,,,,,,,,,
loc.ark+=13960=t1zc8cv86,1902,1902,1902,random,9562257,,"Van Cleve, Alice Davis. [from old catalog]",New York;R. H. Rvssell;1902.,,The Queen's rosary,,,,,,1857,f,us,,,
